Family,Sub-Family,Solution Capability,Capability Narrative (Paramified),Capability Narrative (Plain Text),Responsible Role,Integrator Role,Integrator Responsibility (Paramified),Integrator Responsibility (Plain Text),End User Role,End User Responsibility (Paramified),End User Responsibility (Plain Text),Implementation Status,Stack Inheritable,Provider Origination,Integrator Origination,End User Origination,Main Component,Target Date,Target Date Remarks,Target Date Remarks (Plain Text),Suggested Mappings,Applicable Products,Applicable Collections,Stack,Reviewed By,Reviewed By Email,Reviewed At,Reviewer Notes,Approval Status,Reviewers,Evidences
System Operations,System Configuration,Network Time Protocol:,"[{""type"":""p"",""children"":[{""text"":""The ""},{""type"":""mention"",""value"":""Change Control Board:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" configures ""},{""type"":""smart-tag"",""value"":""this-system"",""children"":[{""text"":""""}]},{""text"":"" to use ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" baseline configuration.""}]}]","The @Change Control Board configures #THIS SYSTEM to use @unknown baseline configuration.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,SERVICE_PROVIDER_SYSTEM,,,,,,,"3.3.7_smt.a+NIST_800_171_REV_2
3.3.7_smt.b+NIST_800_171_REV_2
3.3.7_smt.c+NIST_800_171_REV_2
SM-08_smt+ADOBE_CCF_OS_V5
au-8.1_smt.a+NIST_800_53_REV_4
au-8.1_smt.b+NIST_800_53_REV_4
au-8_smt.a+NIST_800_53_REV_4
au-8_smt.a+NIST_800_53_REV_5
au-8_smt.b+NIST_800_53_REV_4
au-8_smt.b+NIST_800_53_REV_5
sc-45.1_smt.a+NIST_800_53_REV_5
sc-45.1_smt.b+NIST_800_53_REV_5
sc-45_smt+NIST_800_53_REV_5",,All Jake's Test Offerings,,,,,,NOT_SET,,
Compliance Program,Compliance Documentation,System Security Plan,"[{""type"":""p"",""children"":[{""text"":""""},{""type"":""smart-tag"",""value"":""this-organization"",""children"":[{""text"":""""}]},{""text"":"" developed a ""},{""type"":""mention"",""value"":""System Security Plan:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" for ""},{""type"":""smart-tag"",""value"":""this-system"",""children"":[{""text"":""""}]},{""text"":"" consistent with the enterprise architecture. It defines:""}]},{""type"":""ul"",""children"":[{""type"":""li"",""children"":[{""text"":""authorization boundary and operational context,""}]},{""type"":""li"",""children"":[{""text"":""security categorization of the system,""}]},{""type"":""li"",""children"":[{""text"":""outline of the technical environment, control requirements, and rationale tailoring decisions.""}]}]},{""type"":""p"",""children"":[{""text"":""The ""},{""type"":""mention"",""value"":""System Security Plan:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" requires review and approval by ""},{""type"":""mention"",""value"":""ISSO:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" and ""},{""type"":""mention"",""value"":""ISSM:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"".""}]}]","#THIS ORGANIZATION developed a @System Security Plan for #THIS SYSTEM consistent with the enterprise architecture. It defines:
authorization boundary and operational context,
security categorization of the system,
outline of the technical environment, control requirements, and rationale tailoring decisions.

The @System Security Plan requires review and approval by @ISSO and @ISSM.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,SERVICE_PROVIDER_SYSTEM,,,System Security Plan,,,,"3.11.4e_smt.a+NIST_800_172_REV_2
3.11.4e_smt.b+NIST_800_172_REV_2
3.11.4e_smt.c+NIST_800_172_REV_2
3.12.4_smt.a+NIST_800_171_REV_2
3.12.4_smt.b+NIST_800_171_REV_2
3.12.4_smt.c+NIST_800_171_REV_2
3.12.4_smt.d+NIST_800_171_REV_2
3.12.4_smt.e+NIST_800_171_REV_2
3.12.4_smt.f+NIST_800_171_REV_2
pl-2_smt.a+NIST_800_53_REV_4
pl-2_smt.a+NIST_800_53_REV_5
pl-2_smt.b+NIST_800_53_REV_4
pl-2_smt.b+NIST_800_53_REV_5
pl-2_smt.c+NIST_800_53_REV_4
pl-2_smt.c+NIST_800_53_REV_5
pl-2_smt.d+NIST_800_53_REV_4
pl-2_smt.d+NIST_800_53_REV_5
pl-7_smt.a+NIST_800_53_REV_5
ra-2_smt.b+NIST_800_53_REV_4
ra-2_smt.b+NIST_800_53_REV_5
ra-2_smt.c+NIST_800_53_REV_4
ra-2_smt.c+NIST_800_53_REV_5",,All Jake's Test Offerings,,,,,,NOT_SET,,
Compliance Program,DoD General Readiness,Reliance on Internet Connection:,"[{""type"":""p"",""children"":[{""text"":""""},{""type"":""smart-tag"",""value"":""this-organization"",""children"":[{""text"":""""}]},{""text"":"" does not rely on internet access to reach the management plane of ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"".  Access is through ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" direct connection services.  The customer agency does not rely on an internet connection either as all access is through NIPRnet.""}]}]","#THIS ORGANIZATION does not rely on internet access to reach the management plane of @unknown.  Access is through @unknown direct connection services.  The customer agency does not rely on an internet connection either as all access is through NIPRnet.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,INHERITED,,,,,,,gr-8_dod_smt.a+DOD_GR,,All Jake's Test Offerings,,,,,,NOT_SET,,
Incident Response,Incident Response Engagement,Incident Response Coordination,"[{""type"":""p"",""children"":[{""text"":""The ""},{""type"":""mention"",""value"":""Incident Response Admin:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" coordinates incident response handling and testing activities with related information security activities, which include:""}]},{""type"":""ul"",""children"":[{""type"":""li"",""children"":[{""text"":""vulnerability scanning,""}]},{""type"":""li"",""children"":[{""text"":""penetration testing,""}]},{""type"":""li"",""children"":[{""text"":""security assessments,""}]},{""type"":""li"",""children"":[{""text"":""disaster recovery testing,""}]},{""type"":""li"",""children"":[{""text"":""security documentation reviews and updates,""}]},{""type"":""li"",""children"":[{""text"":""supply chain assessments,""}]},{""type"":""li"",""children"":[{""text"":""logical access reviews, and""}]},{""type"":""li"",""children"":[{""text"":""capacity planning.""}]}]},{""type"":""p"",""children"":[{""text"":""All applicable personnel are informed of status through an email distribution list.""}]}]","The @Incident Response Admin coordinates incident response handling and testing activities with related information security activities, which include:
vulnerability scanning,
penetration testing,
security assessments,
disaster recovery testing,
security documentation reviews and updates,
supply chain assessments,
logical access reviews, and
capacity planning.

All applicable personnel are informed of status through an email distribution list.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,SERVICE_PROVIDER_SYSTEM,,,Incident Response Process,,,,"3.11.1e_smt.f+NIST_800_172_REV_2
cp-4.1_smt+NIST_800_53_REV_4
cp-4.1_smt+NIST_800_53_REV_5
ir-3.2_smt+NIST_800_53_REV_4
ir-3.2_smt+NIST_800_53_REV_5
ir-4.10_smt+NIST_800_53_REV_5
ir-4.14_smt+NIST_800_53_REV_5
ir-4_smt.b+NIST_800_53_REV_4
ir-4_smt.b+NIST_800_53_REV_5
ir-6.3_smt+NIST_800_53_REV_5
ra-5.4_smt+NIST_800_53_REV_4
ra-5.4_smt+NIST_800_53_REV_5",,All Jake's Test Offerings,,,,,,NOT_SET,,
Logical Identity & Access,Authentication,Multifactor Authentication:,"[{""type"":""p"",""children"":[{""text"":""""},{""type"":""smart-tag"",""value"":""this-system"",""children"":[{""text"":""""}]},{""text"":"" utilizes ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"", a ""},{""type"":""smart-tag"",""value"":""project-type"",""children"":[{""text"":""""}]},{""text"":""-compliant cloud platform. ""},{""type"":""smart-tag"",""value"":""this-system"",""children"":[{""text"":""""}]},{""text"":"" inherits local access to systems control capabilities, including multifactor authentication capabilities, from this cloud platform.""}]}]","#THIS SYSTEM utilizes @unknown, a #PROGRAM TYPE-compliant cloud platform. #THIS SYSTEM inherits local access to systems control capabilities, including multifactor authentication capabilities, from this cloud platform.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,INHERITED,,,,,,,"ia-2.1_smt+NIST_800_53_REV_5
ia-2.3_smt+NIST_800_53_REV_4",,All Jake's Test Offerings,,,,,,NOT_SET,,
Network Operations,Interconnections,Trusted Connection Review,"[{""type"":""p"",""children"":[{""text"":""External systems accessing ""},{""type"":""smart-tag"",""value"":""this-system"",""children"":[{""text"":""""}]},{""text"":"" must meet ""},{""type"":""smart-tag"",""value"":""this-organization"",""children"":[{""text"":""""}]},{""text"":"" data protection requirements, verified through ""},{""type"":""mention"",""value"":""Vendor Risk Management Process:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"". The ""},{""type"":""mention"",""value"":""Vendor Risk Management Admin:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" reviews interconnections on a monthly basis to ensure all interconnections are approved.""}]}]","External systems accessing #THIS SYSTEM must meet #THIS ORGANIZATION data protection requirements, verified through @Vendor Risk Management Process. The @GRC Admin reviews interconnections on a monthly basis to ensure all interconnections are approved.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,SERVICE_PROVIDER_SYSTEM,,,Vendor Risk Management Process,,,,"3.1.20_smt.a+NIST_800_171_REV_2
3.1.20_smt.b+NIST_800_171_REV_2
3.1.20_smt.c+NIST_800_171_REV_2
3.1.20_smt.d+NIST_800_171_REV_2
NO-12_smt+ADOBE_CCF_OS_V5
ca-3.3_smt+NIST_800_53_REV_4
piy-07_smt+KSI_PHASE_1
sa-9.2_smt+NIST_800_53_REV_4
sa-9.2_smt+NIST_800_53_REV_5
sa-9.3_smt+NIST_800_53_REV_5
sc-7_smt.c+NIST_800_53_REV_4
sc-7_smt.c+NIST_800_53_REV_5",,All Jake's Test Offerings,,,,,,NOT_SET,,
System Operations,Change Management,Release Notes Updates,"[{""type"":""p"",""children"":[{""text"":""""},{""type"":""smart-tag"",""value"":""this-organization"",""children"":[{""text"":""""}]},{""text"":"" publishes release notes for each update, detailing changes impacting system functionality and security on the documentation portal (https://docs.paramify.com).""}]}]","#THIS ORGANIZATION publishes release notes for each update, detailing changes impacting system functionality and security on the documentation portal (https://docs.paramify.com).
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,SERVICE_PROVIDER_SYSTEM,,,Change Management Process,,,,CHM-04_smt+ADOBE_CCF_OS_V5,,All Jake's Test Offerings,,,,,,NOT_SET,,
Entity Governance,Risk Assessment,Corrective Action Plan,"[{""type"":""p"",""children"":[{""text"":""Identified issues resulting from ""},{""type"":""mention"",""value"":""Continuous Monitoring Process:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" are given owners and tracked to remediation via ""},{""type"":""mention"",""value"":""Paramify SaaS:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"".""}]}]","Identified issues resulting from @Continuous Monitoring Process are given owners and tracked to remediation via @Paramify SaaS.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,SERVICE_PROVIDER_SYSTEM,,,Continuous Monitoring Process,,,,"3.12.2_smt.a+NIST_800_171_REV_2
3.12.2_smt.b+NIST_800_171_REV_2
3.12.2_smt.c+NIST_800_171_REV_2
RM-09_smt+ADOBE_CCF_OS_V5
ca-5_smt.a+NIST_800_53_REV_4
ca-5_smt.a+NIST_800_53_REV_5
ca-5_smt.b+NIST_800_53_REV_4
ca-5_smt.b+NIST_800_53_REV_5
mla-06_smt+KSI_PHASE_1
piy-05_smt+KSI_PHASE_1
ra-7_smt+NIST_800_53_REV_5
sa-15.7_smt.c+NIST_800_53_REV_5",,All Jake's Test Offerings,,,,,,NOT_SET,,
Compliance Program,DoD General Readiness,Authority to Connect,"[{""type"":""p"",""children"":[{""text"":""""},{""type"":""smart-tag"",""value"":""this-organization"",""children"":[{""text"":""""}]},{""text"":"" prohibits the connections to the products deployed within the DoD Community boundary without an Authority to Connect (ATC) using an authorized Boundary Cloud Access Point (BCAP). ""},{""type"":""smart-tag"",""value"":""this-organization"",""children"":[{""text"":""""}]},{""text"":"" does not rely on any DISN/DODIN internet-based capabilities and therefore will continue to function in the event that DISN/DODIN is not available.""}]}]","#THIS ORGANIZATION prohibits the connections to the products deployed within the DoD Community boundary without an Authority to Connect (ATC) using an authorized Boundary Cloud Access Point (BCAP). #THIS ORGANIZATION does not rely on any DISN/DODIN internet-based capabilities and therefore will continue to function in the event that DISN/DODIN is not available.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,SERVICE_PROVIDER_SYSTEM,,,,,,,gr-8_dod_smt.b+DOD_GR,,,,,,,,NOT_SET,,
Incident Response,Coordination with External Parties,Service Provider Incident Investigation Support:,"[{""type"":""p"",""children"":[{""text"":""""},{""type"":""smart-tag"",""value"":""this-system"",""children"":[{""text"":""""}]},{""text"":"" uses ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"", a ""},{""type"":""smart-tag"",""value"":""project-type"",""children"":[{""text"":""""}]},{""text"":""-compliant Service Provider Cloud Platform. Where needed, ""},{""type"":""smart-tag"",""value"":""this-system"",""children"":[{""text"":""""}]},{""text"":"" works with customer support to resolve incidents.""}]}]","#THIS SYSTEM uses @unknown, a #PROGRAM TYPE-compliant Service Provider Cloud Platform. Where needed, #THIS SYSTEM works with customer support to resolve incidents.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,INHERITED,,,,,,,"TPM-03_smt+ADOBE_CCF_OS_V5
pe-6_smt.c+NIST_800_53_REV_4
pe-6_smt.c+NIST_800_53_REV_5",,All Jake's Test Offerings,,,,,,NOT_SET,,
Logical Identity & Access,Authentication,Multifactor Authentication:,"[{""type"":""p"",""children"":[{""text"":""The ""},{""type"":""mention"",""value"":""Change Control Board:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" configures ""},{""type"":""smart-tag"",""value"":""this-system"",""children"":[{""text"":""""}]},{""text"":"" to require Multi-factor Authentication (MFA)  using both ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" and ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" as the second factor for authentication. This applies to all logical access to ""},{""type"":""smart-tag"",""value"":""this-system"",""children"":[{""text"":""""}]},{""text"":"", including privileged sessions and remote access.""}]}]","The @Change Control Board configures #THIS SYSTEM to require Multi-factor Authentication (MFA)  using both @unknown and @unknown as the second factor for authentication. This applies to all logical access to #THIS SYSTEM, including privileged sessions and remote access.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,SERVICE_PROVIDER_SYSTEM,,,,,,,"3.5.1e_smt.b+NIST_800_172_REV_2
3.5.1e_smt.c+NIST_800_172_REV_2
3.5.3_smt.b+NIST_800_171_REV_2
3.5.3_smt.c+NIST_800_171_REV_2
3.5.4_smt.a+NIST_800_171_REV_2
IAM-39_smt+ADOBE_CCF_OS_V5
ac-17.10_smt+NIST_800_53_REV_5
ia-10_smt+NIST_800_53_REV_5
ia-2.1_smt+NIST_800_53_REV_4
ia-2.1_smt+NIST_800_53_REV_5
ia-2.2_smt+NIST_800_53_REV_5
ia-2.3_smt+NIST_800_53_REV_4
ia-2.8_smt+NIST_800_53_REV_4
ia-2.8_smt+NIST_800_53_REV_5
ia-5.11_smt+NIST_800_53_REV_4
ia-5.13_smt+NIST_800_53_REV_4
ia-5.13_smt+NIST_800_53_REV_5
ia-5.16_smt+NIST_800_53_REV_5
ia-5.8_smt+NIST_800_53_REV_4
ia-5.8_smt+NIST_800_53_REV_5
iam-01_smt+KSI_PHASE_1
ma-4.4_smt.a+NIST_800_53_REV_5",,All Jake's Test Offerings,,,,,,NOT_SET,,
Network Operations,Interconnections,Domain Name System Resolution:,"[{""type"":""p"",""children"":[{""text"":""""},{""type"":""smart-tag"",""value"":""this-system"",""children"":[{""text"":""""}]},{""text"":"" uses secure endpoints and HTTPS to guarantee confidentiality and integrity of communication. ""},{""type"":""smart-tag"",""value"":""this-system"",""children"":[{""text"":""""}]},{""text"":"" uses ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" to indicate security status of child zones and enable verification of chain of trust among parent and child domains.""}]}]","#THIS SYSTEM uses secure endpoints and HTTPS to guarantee confidentiality and integrity of communication. #THIS SYSTEM uses @unknown to indicate security status of child zones and enable verification of chain of trust among parent and child domains.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,SERVICE_PROVIDER_SYSTEM,,,,,,,"sc-20_smt.a+NIST_800_53_REV_4
sc-20_smt.a+NIST_800_53_REV_5
sc-20_smt.b+NIST_800_53_REV_4
sc-20_smt.b+NIST_800_53_REV_5
sc-22_smt+NIST_800_53_REV_4
sc-22_smt+NIST_800_53_REV_5",,All Jake's Test Offerings,,,,,,NOT_SET,,
People Resources,Workforce Agreements,Access Agreement Reviews,"[{""type"":""p"",""children"":[{""text"":""The ""},{""type"":""mention"",""value"":""HR Admin:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" updates ""},{""type"":""mention"",""value"":""Non-Disclosure Agreement:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" and ""},{""type"":""mention"",""value"":""Confidentiality Agreement:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" at least annually to comply with employment laws, regulations and standards.""}]}]","The @HR Admin updates @Non-Disclosure Agreement and @Confidentiality Agreement at least annually to comply with employment laws, regulations and standards.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,SERVICE_PROVIDER_CORPORATE,,,Document Management Process,,,,"SG-07_smt+ADOBE_CCF_OS_V5
ps-6_smt.b+NIST_800_53_REV_4
ps-6_smt.b+NIST_800_53_REV_5",,All Jake's Test Offerings,,,,,,NOT_SET,,
Entity Governance,Information Security Program,Information Security Resources,"[{""type"":""p"",""children"":[{""text"":""Quarterly, the ""},{""type"":""mention"",""value"":""ISSO:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" submits an information security budget for approval by the ""},{""type"":""mention"",""value"":""Operations Admin:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"".""}]}]","Quarterly, the @ISSO submits an information security budget for approval by the @Operations Admin.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,SERVICE_PROVIDER_SYSTEM,,,Resource Planning Process,,,,"SG-14_smt+ADOBE_CCF_OS_V5
piy-06_smt+KSI_PHASE_1
sa-2_smt.c+NIST_800_53_REV_4
sa-2_smt.c+NIST_800_53_REV_5",,All Jake's Test Offerings,,,,,,NOT_SET,,
Entity Governance,Governance Documents,Policy Review,"[{""type"":""p"",""children"":[{""text"":""The ""},{""type"":""mention"",""value"":""GRC Admin:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" reviews ""},{""type"":""mention"",""value"":""Data Protection Policies:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" annually and updates the version history table with the most recent review date and version number.""}]}]","The @GRC Admin reviews @Data Protection Policies annually and updates the version history table with the most recent review date and version number.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,SERVICE_PROVIDER_SYSTEM,,,Document Management Process,,,,"3.1.3_smt.a+NIST_800_171_REV_2
3.1.9_smt.a+NIST_800_171_REV_2
3.2.1_smt.b+NIST_800_171_REV_2
SG-01_smt+ADOBE_CCF_OS_V5
ac-16_smt.f+NIST_800_53_REV_5
ac-1_smt.b.1+NIST_800_53_REV_4
ac-1_smt.c.1+NIST_800_53_REV_5
ac-3.4_smt.e+NIST_800_53_REV_5
at-1_smt.b+NIST_800_53_REV_4
at-1_smt.c.1+NIST_800_53_REV_5
au-1_smt.b+NIST_800_53_REV_4
au-1_smt.c.1+NIST_800_53_REV_5
ca-1_smt.b+NIST_800_53_REV_4
ca-1_smt.c.1+NIST_800_53_REV_5
cm-1_smt.b+NIST_800_53_REV_4
cm-1_smt.c.1+NIST_800_53_REV_5
cp-1_smt.b+NIST_800_53_REV_4
cp-1_smt.c.1+NIST_800_53_REV_5
ia-1_smt.b+NIST_800_53_REV_4
ia-1_smt.c.1+NIST_800_53_REV_5
ir-1_smt.b+NIST_800_53_REV_4
ir-1_smt.c.1+NIST_800_53_REV_5
ma-1_smt.b+NIST_800_53_REV_4
ma-1_smt.c.1+NIST_800_53_REV_5
mp-1_smt.b+NIST_800_53_REV_4
mp-1_smt.c.1+NIST_800_53_REV_5
pe-1_smt.b+NIST_800_53_REV_4
pe-1_smt.c.1+NIST_800_53_REV_5
piy-02_smt+KSI_PHASE_1
pl-1_smt.b+NIST_800_53_REV_4
pl-1_smt.c.1+NIST_800_53_REV_5
pl-7_smt.b+NIST_800_53_REV_5
ps-1_smt.b+NIST_800_53_REV_4
ps-1_smt.c.1+NIST_800_53_REV_5
ra-1_smt.b+NIST_800_53_REV_4
ra-1_smt.c.1+NIST_800_53_REV_5
sa-1_smt.b+NIST_800_53_REV_4
sa-1_smt.c.1+NIST_800_53_REV_5
sc-1_smt.b+NIST_800_53_REV_4
sc-1_smt.c.1+NIST_800_53_REV_5
si-1_smt.b+NIST_800_53_REV_4
si-1_smt.c.1+NIST_800_53_REV_5
sr-1_smt.c.1+NIST_800_53_REV_5",,All Jake's Test Offerings,,,,,,NOT_SET,,
